,WEAPON,DRUG,LIQUOR,MURD,FORCIB,NONFOR,ROBBE,AGG_A,BURGLA,VEHIC,ARSON,BURGLA_RAC,SIM_A,SIM_A_RAC,SIM_A_SEX,LAR_T,LAR_T_RAC,INTIM,INTIM_RAC,INTIM_REL,INTIM_SEX,INTIM_GEN,INTIM_ETH,VANDAL,VANDAL_RAC,VANDAL_REL,VANDAL_SEX,VANDAL_GEN,VANDAL_ETH,RAPE,FONDL,STATR,confidence_score
Evangel University,100.0,83.87383948861002,88.38270773346424,100.0,100.0,100.0,24.4564943752876,63.76411240957845,160.86687181341654,139.81022166899388,21.15600762248002,100.0,100.0,100.0,100.0,100.0,100.0,52.59492466893958,283.74018949718567,100.0,100.0,100.0,100.0,146.4475553281547,100.0,100.0,100.0,100.0,100.0,72.47873274774004,6.353875293240814,100.0,98.24767289522161
Fontbonne University,32.21943270870441,59.32166901801922,30.754524184668885,100.0,100.0,100.0,72.38276526642447,100.0,39.31136885409702,81.21358264663459,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.10010445870465
Hannibal-Lagrange College,100.0,86.67948810422801,91.65556354850165,100.0,100.0,100.0,100.0,100.0,12.936992846540315,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.60225139060219
Barnes-Jewish College Goldfarb School of Nursing,100.0,97.14103200084018,100.0,100.0,100.0,100.0,569.6462712648117,100.0,100.0,993.25248113806,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,142.50124326261601
Lincoln University,500.7932483293955,174.98685873960025,68.04298840517116,100.0,46.211931174940226,100.0,210.99754797139113,1183.6980754859826,299.08659544039324,33.61289838549453,96.88491688369082,100.0,100.0,100.0,100.0,100.0,100.0,98.3798551958409,100.0,100.0,683.4011283236068,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,150.45167897346667,123.19719096393558,100.0,174.05452857102844
Missouri Baptist University,45.3364485307847,93.10580219355977,93.84902793273349,100.0,79.82593999831383,100.0,80.4266143935071,5.62342441981374,79.51793179653221,86.68535084814685,29.36884803946637,100.0,100.0,100.0,100.0,6213.640194694367,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.73621062087032,100.0,280.722368545878
Missouri Southern State University,28.466323715239817,54.557340105173836,41.15250420243194,100.0,20.102646760512556,100.0,46.333386179024025,67.82222757446246,22.611751085885697,57.40930193070606,35.44746878572319,100.0,370.24345319194737,1035.1368603690862,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,51.121767209604165,0.20974598196503014,100.0,116.58171178411757
Missouri Valley College,41.167243479874976,185.76466884034838,43.72301177233317,100.0,21.564336416965947,100.0,100.0,133.36974392644046,409.1088380944714,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,125.58458743496352,100.0,100.0,108.13382593641867
Missouri Western State University,64.46818243955184,45.628435767604024,14.132508335524458,100.0,26.565369410950773,100.0,91.09398194222132,67.96043552474855,5.310062567232929,63.65048699391402,100.0,100.0,134.11184650014798,100.0,679.0501558677241,100.0,100.0,115.87769485493098,442.88140782908334,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31.86438830197222,10.401823529693527,100.0,112.28114937079062
University of Missouri-Columbia,59.44797837435194,8.83703635549936,61.88061090192187,100.0,24.867270277923264,18.0425183954508,59.958709125304686,44.0492835663617,64.86830759414934,48.66724453766654,3.673196610797449,100.0,19.0336546150049,100.0,100.0,100.0,100.0,95.98292095244705,64.28358367240887,100.0,10.562235158644793,100.0,100.0,28.115678941206724,95.76838026174927,77.15147634384148,100.0,100.0,213.74458836685605,11.633719861380323,3.0910961295097983,100.0,69.1768590638274
University of Missouri-Kansas City,74.15146885278784,72.13167214288268,76.08771712745309,100.0,86.64452407454388,100.0,12.534700921826355,72.03039741360632,56.271867690413444,45.43861558417163,53.24130841698216,100.0,100.0,100.0,100.0,100.0,100.0,17.784320559022603,1.2667522873022352,100.0,210.0864904979936,100.0,100.0,36.59103686719283,17.64123179302057,100.0,16.237519902782076,100.0,100.0,66.36525228804014,83.93707291015198,100.0,78.07631091656792
Missouri University of Science and Technology,20.43999485503665,81.58792753744426,69.00245885033966,100.0,48.16476533890806,100.0,100.0,6.912124428227649,2.9746647647627023,2.6764052619450323,107.49513097461876,100.0,466.82455982709934,100.0,100.0,100.0,100.0,30.669145102998634,100.0,100.0,416.0118481269884,100.0,100.0,5.518225580961309,100.0,100.0,286.8594040998396,100.0,100.0,100.0,100.0,100.0,107.66052046091156
University of Missouri-St Louis,100.0,100.0,100.0,100.0,100.0,2053.180065799008,71.90839157195637,162.75620859650508,41.20851125750711,61.78178697848078,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,159.08859263135804
Nazarene Theological Seminary,100.0,100.0,95.96161105414048,100.0,100.0,100.0,503.9878462279238,117.2857433697417,89.60828508485905,516.2873219419365,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,125.7228377399563
Truman State University,86.64127636223557,68.90760232006251,55.840101153448614,100.0,13.722316113972546,100.0,83.25823978123226,45.79408752254687,38.68354788524455,65.83462851361791,19.44913813947144,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,37.23185338678269,68.86957484381334,100.0,83.8822614382009
Ozark Christian College,100.0,98.12855775366435,98.8276628541465,100.0,100.0,100.0,100.0,100.0,221.08386768963015,78.90711610922956,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,103.02960013770846
College of the Ozarks,100.0,98.46137476395309,100.0,100.0,100.0,100.0,100.0,100.0,24.44882708975967,75.48494979446777,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.82484848900563
Ranken Technical College,194.06908741526746,58.41630721149489,95.07171895362461,100.0,100.0,100.0,31.621699656901324,81.05954016647796,66.94428219672261,7.441612009374084,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,157.63574915142902,569.2606817037121,100.0,100.0,100.0,100.0,100.0,30.52994560690494,100.0,109.12658200224718
Research College of Nursing,3914.9532570603997,91.73758248242811,100.0,100.0,254.60767171111996,100.0,100.0,271.31719255851414,72.99837569810063,3937.1384678470477,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,379.8063250600481,100.0,356.9549647630518
Rockhurst University,84.0525617325316,14.020608481239869,140.71139972546715,4925.360095485051,46.30258832104882,100.0,290.3528434306458,53.19653434816642,38.72878926031162,418.9994492532634,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16.35323554294264,317.9082481326774,100.0,263.937073553542
Saint Louis University-Main Campus,84.00815232437978,46.37896031746223,6.19785244633532,100.0,17.372969698379823,100.0,227.34794726665797,0.9405960353242365,37.08359385965195,313.5411291111089,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,63.456496153463284,100.0,100.0,499.2773509033114,100.0,100.0,100.0,100.0,100.0,109.23765775362733
Southwest Baptist University,55.580862961287416,56.03148105948438,88.92679898050727,100.0,100.0,100.0,108.75531270567214,100.26695829248082,189.80589156050684,127.20678399872911,100.0,100.0,265.8357109928603,783.1034171098145,100.0,100.0,100.0,153.00653672187246,100.0,100.0,899.1216403777191,100.0,100.0,31.89720803577915,76.91070096452772,100.0,100.0,100.0,100.0,100.0,100.0,100.0,151.13904074253878
Saint Lukes College,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5333.910135002647,295.14572149121034,2468.698919096744,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,343.6798367372063
Stephens College,14.78246266210659,41.86480201478502,72.15099497004535,100.0,26.616025628878383,100.0,166.99623692186327,207.3676461739827,11.75655034127125,8.9733158365944,28.461862531423538,100.0,100.0,100.0,100.0,100.0,100.0,1194.3726767158382,713.7603811537813,100.0,1177.8679246557062,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,104.2658324485827,164.78160040103825,100.0,179.1880722642468
Missouri State University,100.0,99.51328353929183,99.8475518580646,100.0,68.66654513376781,100.0,100.0,100.0,16.493921210561066,24.078333728888875,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.01873860845544
Kansas City University of Medicine and Biosciences,239.28386013045335,30.41113106958062,98.1046560272408,4360.341478300349,67.53667942833812,100.0,2829.1966770882873,613.8536201155446,100.0,671.315146899968,100.0,100.0,2383.857393688479,2897.934436234661,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,48.3643805850946,100.0,100.0,510.6312331114999
Webster University,85.46290707485379,85.67519938770263,79.7587386914139,100.0,81.22235713489968,100.0,96.96357563005084,84.70697013618384,62.18907641965911,85.54146524144545,100.0,100.0,20.18173426159108,100.0,100.0,100.0,100.0,63.199249690862736,100.0,100.0,45.325992333610074,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,86.725596719042,54.831424960842725,100.0,88.49325899006745
Westminster College,92.40519960075211,40.80549218436795,115.35889586160172,100.0,174.68687222181924,629.5520145891387,42.89110368261731,269.81055695610036,75.29641745238989,165.46064693235124,100.0,100.0,100.0,100.0,100.0,100.0,100.0,649.8252799651968,480.1949092401812,100.0,1722.1886484946647,100.0,100.0,132.8848087026012,100.0,994.8700367533881,100.0,100.0,100.0,196.4762607552799,100.5829958446039,100.0,233.85281685115794
William Woods University,81.02641325538839,89.84805096904084,12.71534922685111,100.0,34.644569796752585,100.0,76.2214378872025,65.78247342418852,70.14103901494771,2.948865904193098,42.796227906705475,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,29.9415794982683,100.0,100.0,84.56456271511058
Carroll College,13.944798014899751,15.585208024807281,70.17871039869246,100.0,1.1929088111430586,100.0,100.0,100.0,100.0,51.091336370139416,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,214.3218417758111,100.0,100.0,92.69733760610916
Montana Tech of the University of Montana,20.995295271264443,65.12558796676113,1.9505967389382532,100.0,19.059280099128966,100.0,100.0,100.0,97.40977809937013,66.32381506620129,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,72.94661189149781,100.0,100.0,88.86909266041131
Montana State University,57.696341643869395,50.672754481050184,20.854684175278834,100.0,4.430503498339885,100.0,85.86216819750938,33.88055561658285,55.987338004681156,61.53138266368576,605.7322923100861,100.0,100.0,100.0,100.0,100.0,100.0,114.18400175925841,277.03551884491503,100.0,100.0,100.0,100.0,107.54998400565307,79.71761067156167,18.686459956180492,343.8795911314411,100.0,100.0,58.37959343727185,25.515755673231467,100.0,109.42489175220614
The University of Montana,100.0,99.33550693511923,100.0,100.0,14.443561546811084,100.0,37.74322716315617,32.80903291280824,80.45589823332799,57.65029595216147,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.32617258573076
Montana State University-Northern,95.48715774021895,6.34003732505717,34.04930635504977,100.0,71.94312927120808,100.0,18.335533406721165,193.78942707926393,57.27215495084056,44.44835744195175,96.45912620629838,100.0,100.0,100.0,100.0,100.0,100.0,394.8770787724995,100.0,100.0,1854.2672894339046,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,155.22714368696919
Rocky Mountain College,1652.9728308159097,106.1287309410742,230.67257993468914,100.0,777.6452110329114,100.0,100.0,100.0,78.61492740362166,30.491702332218807,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1138.4175054531254,100.0,100.0,4790.5049867584785,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7292.889547740037,574.9480632003771
Clarkson College,53.3411721160143,97.50348709024644,100.0,100.0,100.0,100.0,100.0,573.1672633567422,93.88103692012855,1212.6462183826866,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,147.8293493083068
Creighton University,84.61130505678207,46.69936597288893,75.49955223129766,506.9151151995949,33.741127085119444,100.0,29.28535375443587,12.117314979230562,23.984354560465984,18.07126796291051,69.06958393637863,100.0,100.0,100.0,100.0,100.0,100.0,22.086826698447318,100.0,618.6576093338164,100.0,100.0,100.0,151.66644473510385,18.28072340498065,100.0,592.009818489457,839.0007442710713,100.0,47.546370433586645,28.27808566576444,100.0,144.29753011785414
Nebraska Methodist College of Nursing & Allied Health,100.0,86.97692510365201,94.56125902037483,100.0,100.0,100.0,100.0,100.0,6.398694709761099,176.66371895700468,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.89376868096227
University of Nebraska at Omaha,75.08134048326377,21.669204255344514,55.59414903245317,100.0,57.08324064591934,100.0,58.36106962365177,70.0406357629537,70.58890502656276,39.81028676634928,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.54788271600279,100.0,88.80552232226566
University of Nebraska Medical Center,32.509820951347855,91.2731537692272,99.90574477663694,100.0,100.0,100.0,85.90303952442414,102.85630284245646,89.67401765800862,590.4333382153927,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,69.18600373510169,65.04992169041776,100.0,110.21222947384416
Nebraska Wesleyan University,156.68321302463931,37.668709617038886,34.6773668025519,100.0,31.98787329994503,100.0,50.50967994147327,345.10585149528856,24.90757652854836,17.828970130116982,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1249.574878511844,654.1915604981981,100.0,1084.325541678778,8051.687504959248,100.0,100.0,100.0,100.0,100.0,100.0,100.0,48.746071367801925,268.0986191190566,1690.3238912760964,482.69741588283205
University of Nebraska-Lincoln,23.95924470624081,43.63973878547981,39.88883697148905,100.0,67.25924608973277,100.0,73.06803169203621,41.8670479140941,60.3280371947633,59.13170540008081,10.290935894013757,100.0,100.0,100.0,100.0,100.0,100.0,63.20456567992292,120.99588561367518,247.39322297600927,50.423532836499454,100.0,100.0,1.377921159244179,163.34954232171475,100.0,100.0,100.0,100.0,169.4413536384709,241.5616153632015,100.0,93.03688950739588
College of Saint Mary,100.0,58.08538989183566,78.33815339693996,100.0,66.27067168251871,100.0,100.0,64.68130698555669,38.360274263260784,33.21708580661606,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.84227756333524
Wayne State College,195.75066225301524,52.843454668607805,21.787022874114196,100.0,89.8127264894022,100.0,100.0,38.675024033919044,21.010854570565375,100.0,64.33346270753569,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,67.59258334602049,100.0,100.0,92.24393096697437
College of Southern Nevada,81.98473926070862,96.92750816747592,99.74525807243779,100.0,99.03039952684615,100.0,95.76671043178152,94.92355419360202,96.30848543508499,68.32370079381418,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.22888478235359,96.50152002216565,100.0,97.77314877144595
University of Nevada-Reno,55.117341771052175,36.761086657047024,16.310465171869296,100.0,85.27614566953436,100.0,86.60738351626048,59.52864444098223,41.98054707568622,19.830000748820243,61.337871780409145,100.0,29.589853644231273,69.96547624404829,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.678025091452795,2.1467394176053998,100.0,100.0,100.0,100.0,69.26188189480452,90.03885279338323,100.0,77.63844737241209
Great Basin College,210.29058094649903,91.36679750340781,94.17584790473896,100.0,100.0,100.0,37.7807563631248,66.42476825492336,54.42458590704191,57.67582490972547,12.260008067480445,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.51247405802944
Colby-Sawyer College,100.0,345.3121129600436,505.5318016620875,100.0,792.2757973250583,100.0,100.0,39.72123497426718,268.2039677531733,14.515701556033711,101.54424247805231,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1129.9039929728933,964.9743387428117,3754.79567485511,100.0,100.0,100.0,357.81906066732955,419.2709145671516,5961.396002751143,517.3520263520361
Daniel Webster College,40.70276001613456,60.47590709134173,312.65466392486314,100.0,100.0,100.0,100.0,36.563122000253856,186.0080934028066,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3.63899497571471,337.1811617859207,100.0,108.66327197490736
Dartmouth College,100.0,6.0440326924711565,91.58881961655194,100.0,877.9551603064521,100.0,75.31927021896628,46.726371225464256,70.45501711385543,0.7332909449703131,533.3237857049844,100.0,332.5203612900338,944.0757901632373,100.0,3217.1157916644534,100.0,747.5198390600996,526.8565275586368,359.84565487333924,1278.1154942803787,984.061671488638,696.1077899994685,705.1659064469975,100.0,100.0,785.5891986089106,2303.344271696509,100.0,790.1526413434217,399.7185807522686,495.2207775696961,536.4861263943689
Franklin Pierce University,558.6900559925277,496.2847573446062,754.9208098984711,100.0,712.5077308396781,100.0,55.378359712818394,44.474457667593626,252.53345591585403,21.414148159822993,222.0370680079706,100.0,1659.4487009331904,2731.46252691161,1851.6295383232566,100.0,100.0,3009.621859300969,3979.9814364159415,8629.490967445903,100.0,5779.8030346079395,100.0,1210.1331034761686,1034.4447562667206,2979.6888108459116,100.0,6417.706194022952,100.0,436.45187041476464,397.8296004081582,100.0,1382.3729138410258
Franklin Pierce Law Center,100.0,100.0,100.0,100.0,100.0,100.0,6759.212186170705,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,308.10038081783455
Hesser College,26.722915069696473,96.73271567221833,100.0,100.0,15.864521310220011,100.0,100.0,55.949980451767914,100.0,58.35365886127999,47.282841929522434,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.65333229045953
